DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
07/03/2025;2025;2;MAR;EXPO;da Luz;79.018.526/0001-59;AGENTE;Camargo S/A;Nunes e Filhos;06.513.987/0001-24;FORWARDER;Lima Campos S/A;Lima Campos S/A;37.581.924/0001-39;37.581.924;FORNECEDOR;Camargo - EI;34.019.267/0001-42;FORNECEDOR;MAERSK LINE;91 - DESCRIÇÃO NCM2;9143 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;TAIWAN;TAIPEI;AMERICA DO NORTE;ALEMANHA;MONTEVIDEU;0.51;SIM
16/07/2025;2025;4;SET;EXPO;Gomes e Filhos;68.904.751/0001-76;REAL DONO;Costela;Nascimento Ltda.;57.280.916/0001-60;AGENTE;BCO;Albuquerque S.A.;25.091.743/0001-45;25.091.743;FORNECEDOR;Pereira;03.619.785/0001-73;REAL DONO;CMA CGM;34 - DESCRIÇÃO NCM2;3481 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;JAPAO;BUSAN;ECSA;ALEMANHA;ITAJAI;4.57;NAO
30/06/2024;2024;3;DEZ;EXPO;Nascimento;03.781.642/0001-63;REAL DONO;Sá;da Rocha;61.958.237/0001-74;AGENTE;BCO;da Cruz;47.685.903/0001-17;47.685.903;AGENTE;Pacheco;17.653.924/0001-90;FORNECEDOR;EVERGREEN;20 - DESCRIÇÃO NCM2;2097 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;COREIA DO SUL;LOS ANGELES;ASIA;URUGUAI;RIO DE JANEIRO;0.7;NAO
28/02/2025;2025;4;JUN;EXPO;Rocha;29.478.613/0001-10;FORNECEDOR;Gonçalves;Azevedo S/A;13.298.075/0001-42;NVOCC;Novais S/A;Novais S/A;04.169.238/0001-04;4.169.238;AGENTE;Freitas;58.793.260/0001-41;FORNECEDOR;CMA CGM;8 - DESCRIÇÃO NCM2;817 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;ALEMANHA;SHANGHAI;ECSA;ARGENTINA;PARANAGUA;0.78;SIM
14/02/2025;2025;2;OUT;EXPO;da Luz da Luz S.A.;17.456.203/0001-90;REAL DONO;da Conceição Carvalho - EI;Vargas Ramos Ltda.;76.184.329/0001-11;NVOCC;Gomes;Gomes;05.471.698/0001-47;5.471.698;REAL DONO;Camargo;51.270.368/0001-00;FORNECEDOR;EVERGREEN;72 - DESCRIÇÃO NCM2;7282 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;COREIA DO SUL;NINGBO;AMERICA DO NORTE;BRAZIL;SANTOS;4.13;NAO
20/03/2024;2024;3;ABR;EXPO;da Costa;79.362.540/0001-75;AGENTE;Z;Ferreira;19.280.467/0001-60;NVOCC;Pacheco Casa Grande S/A;Pacheco Casa Grande S/A;90.184.637/0001-78;90.184.637;REAL DONO;Farias Marques - ME;19.762.034/0001-41;FORNECEDOR;EVERGREEN;82 - DESCRIÇÃO NCM2;8263 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;CHINA;TAIPEI;ASIA;EUA;BUENOS AIRES;3.08;NAO
09/07/2025;2025;2;MAI;IMPO;da Cruz e Filhos;63.027.184/0001-01;AGENTE;Z;Aragão;37.215.680/0001-70;AGENTE;Pastor - ME;Pastor - ME;90.412.857/0001-01;90.412.857;REAL DONO;Montenegro;58.170.329/0001-80;REAL DONO;YANG MING;58 - DESCRIÇÃO NCM2;584 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;ALEMANHA;TOKYO;ECSA;ALEMANHA;BUENOS AIRES;4.67;SIM
27/11/2024;2024;3;AGO;EXPO;Castro Novaes - ME;02.864.935/0001-41;AGENTE;Pires;Nascimento Vieira S.A.;98.247.536/0001-00;AGENTE;Barros Ribeiro e Filhos;Barros Ribeiro e Filhos;83.752.106/0001-79;83.752.106;FORNECEDOR;Pires Ltda.;98.231.047/0001-60;REAL DONO;COSCO;79 - DESCRIÇÃO NCM2;7957 - DESCRIÇÃO NCM4;FR;OCEANIA;ITALIA;SHANGHAI;EUROPA;URUGUAI;MONTEVIDEU;0.26;SIM
31/07/2025;2025;4;JAN;EXPO;Freitas Leão Ltda.;31.780.952/0001-07;REAL DONO;Z;Cirino;28.304.671/0001-65;NVOCC;Azevedo - EI;Azevedo - EI;86.140.729/0001-89;86.140.729;REAL DONO;Sales da Conceição Ltda.;17.052.439/0001-60;REAL DONO;ONE;3 - DESCRIÇÃO NCM2;361 - DESCRIÇÃO NCM4;OT;EUROPA;TAIWAN;HAMBURGO;EUROPA;EUA;RIO DE JANEIRO;1.62;NAO
25/08/2024;2024;1;JAN;IMPO;Lima;85.297.034/0001-42;REAL DONO;da Cruz;Almeida;62.103.495/0001-31;AGENTE;Caldeira Alves e Filhos;Caldeira Alves e Filhos;39.654.028/0001-88;39.654.028;AGENTE;Casa Grande Campos - EI;43.681.925/0001-58;REAL DONO;CMA CGM;68 - DESCRIÇÃO NCM2;6859 - DESCRIÇÃO NCM4;DRY;EUROPA;ALEMANHA;SHANGHAI;AMERICA DO NORTE;URUGUAI;BUENOS AIRES;4.49;SIM
06/07/2024;2024;4;DEZ;EXPO;Novais;64.320.891/0001-46;AGENTE;Garcia Vargas e Filhos;Vasconcelos - EI;49.126.083/0001-59;NVOCC;Costela;Costela;80.417.925/0001-71;80.417.925;AGENTE;Leão;23.641.057/0001-75;FORNECEDOR;MAERSK LINE;15 - DESCRIÇÃO NCM2;1564 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;TAIWAN;TOKYO;ASIA;ARGENTINA;BUENOS AIRES;1.43;SIM
22/03/2024;2024;1;JUN;IMPO;Novaes;53.986.471/0001-87;REAL DONO;Z;Albuquerque;32.091.647/0001-62;FORWARDER;Martins Silveira - ME;Martins Silveira - ME;38.097.452/0001-06;38.097.452;FORNECEDOR;da Paz;14.397.062/0001-93;FORNECEDOR;MAERSK LINE;91 - DESCRIÇÃO NCM2;9141 - DESCRIÇÃO NCM4;ISO;OCEANIA;COREIA DO SUL;NINGBO;EUROPA;EUA;MONTEVIDEU;0.21;NAO
08/10/2024;2024;1;JUL;EXPO;Dias S.A.;26.785.190/0001-93;REAL DONO;Sousa Mendes S/A;Jesus;06.183.725/0001-49;AGENTE;da Costa;da Costa;03.729.461/0001-98;3.729.461;FORNECEDOR;Pereira;28.195.743/0001-83;REAL DONO;ONE;35 - DESCRIÇÃO NCM2;3559 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;BUSAN;ECSA;EUA;RIO DE JANEIRO;1.23;SIM
22/06/2025;2025;1;JAN;EXPO;Garcia Porto Ltda.;90.456.372/0001-10;FORNECEDOR;Z;Sousa Camargo - ME;03.918.724/0001-07;FORWARDER;BCO;da Rosa - EI;92.450.873/0001-14;92.450.873;AGENTE;Freitas;62.817.593/0001-30;REAL DONO;CMA CGM;21 - DESCRIÇÃO NCM2;2160 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;ALEMANHA;BUSAN;ASIA;ARGENTINA;PARANAGUA;0.47;SIM
26/01/2025;2025;2;DEZ;IMPO;da Costa Lopes e Filhos;76.908.312/0001-60;AGENTE;Cavalcanti - ME;Correia - ME;34.862.579/0001-13;FORWARDER;Moraes;Moraes;52.793.641/0001-44;52.793.641;REAL DONO;Cardoso Vargas Ltda.;01.256.973/0001-59;FORNECEDOR;HAPAG-LLOYD;11 - DESCRIÇÃO NCM2;116 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;COREIA DO SUL;SHANGHAI;ECSA;URUGUAI;ITAJAI;1.13;NAO
29/05/2024;2024;1;SET;IMPO;Dias Viana - ME;72.059.384/0001-29;REAL DONO;Z;Cavalcanti Ribeiro S.A.;06.253.871/0001-01;NVOCC;BCO;Melo;24.657.391/0001-80;24.657.391;AGENTE;Fernandes;57.368.942/0001-44;REAL DONO;EVERGREEN;57 - DESCRIÇÃO NCM2;5727 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;COREIA DO SUL;HAMBURGO;EUROPA;URUGUAI;ITAJAI;4.29;SIM
22/11/2024;2024;3;FEV;IMPO;Costela;62.489.517/0001-43;FORNECEDOR;Guerra Brito S/A;Pinto Rezende S/A;51.423.679/0001-62;FORWARDER;Aragão;Aragão;04.625.731/0001-83;4.625.731;REAL DONO;Gomes;42.937.086/0001-23;FORNECEDOR;YANG MING;67 - DESCRIÇÃO NCM2;6726 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;BUSAN;AMERICA DO NORTE;EUA;SANTOS;2.29;NAO
14/02/2024;2024;1;FEV;EXPO;Duarte Santos Ltda.;30.824.156/0001-58;REAL DONO;Z;Fonseca Martins S/A;69.318.274/0001-20;NVOCC;Sales;Sales;17.908.462/0001-04;17.908.462;REAL DONO;Siqueira;59.132.680/0001-40;REAL DONO;MAERSK LINE;44 - DESCRIÇÃO NCM2;4473 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;ITALIA;BUSAN;EUROPA;ALEMANHA;MONTEVIDEU;0.48;NAO
04/04/2025;2025;4;SET;IMPO;Santos;64.283.105/0001-88;AGENTE;Alves Mendes - ME;Fernandes S.A.;35.940.182/0001-65;NVOCC;Rios;Rios;04.856.237/0001-20;4.856.237;REAL DONO;Lima Vargas S/A;20.478.619/0001-13;REAL DONO;MAERSK LINE;97 - DESCRIÇÃO NCM2;9744 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;CHINA;BUSAN;ECSA;EUA;MONTEVIDEU;3.87;SIM
10/04/2024;2024;1;NOV;IMPO;Alves;07.689.425/0001-07;AGENTE;Siqueira e Filhos;Freitas;65.194.327/0001-97;AGENTE;Porto;Porto;24.917.503/0001-94;24.917.503;AGENTE;Nascimento Ferreira e Filhos;76.041.293/0001-17;REAL DONO;HAPAG-LLOYD;14 - DESCRIÇÃO NCM2;1495 - DESCRIÇÃO NCM4;REF;OCEANIA;JAPAO;BUSAN;ASIA;BRAZIL;MONTEVIDEU;0.52;NAO
16/07/2024;2024;1;ABR;IMPO;Gomes - EI;20.517.346/0001-79;FORNECEDOR;Z;da Rocha S/A;39.846.571/0001-87;NVOCC;Montenegro Macedo S/A;Montenegro Macedo S/A;73.569.048/0001-99;73.569.048;FORNECEDOR;Oliveira Lima S.A.;91.274.368/0001-01;REAL DONO;MSC;73 - DESCRIÇÃO NCM2;7335 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;LOS ANGELES;EUROPA;ALEMANHA;MONTEVIDEU;2.64;SIM
03/08/2025;2025;3;JAN;IMPO;Dias;03.867.924/0001-88;FORNECEDOR;Z;Viana;51.728.964/0001-91;FORWARDER;das Neves Brito S/A;das Neves Brito S/A;08.693.452/0001-08;8.693.452;REAL DONO;Barros da Rocha - ME;79.513.042/0001-86;FORNECEDOR;MAERSK LINE;41 - DESCRIÇÃO NCM2;4135 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;COREIA DO SUL;LOS ANGELES;ECSA;ALEMANHA;SANTOS;3.65;SIM
19/03/2024;2024;1;ABR;EXPO;Duarte;32.049.768/0001-46;FORNECEDOR;Z;Vargas;19.652.704/0001-77;NVOCC;BCO;Moura Ferreira S.A.;92.804.315/0001-00;92.804.315;AGENTE;Cardoso S.A.;35.142.708/0001-61;FORNECEDOR;CMA CGM;90 - DESCRIÇÃO NCM2;9081 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;LOS ANGELES;ECSA;ALEMANHA;ITAJAI;4.88;NAO
10/03/2025;2025;4;ABR;EXPO;Brito Camargo S/A;64.895.273/0001-24;AGENTE;Marques;Cavalcanti - EI;09.475.218/0001-77;NVOCC;Aparecida S.A.;Aparecida S.A.;98.623.017/0001-08;98.623.017;AGENTE;Peixoto e Filhos;73.618.590/0001-94;FORNECEDOR;CMA CGM;50 - DESCRIÇÃO NCM2;5039 - DESCRIÇÃO NCM4;FR;EUROPA;ALEMANHA;LOS ANGELES;ECSA;ALEMANHA;RIO DE JANEIRO;2.37;NAO
18/03/2025;2025;1;AGO;EXPO;da Rocha;87.319.204/0001-78;FORNECEDOR;Sá e Filhos;Albuquerque S.A.;63.720.149/0001-65;NVOCC;Dias S/A;Dias S/A;69.348.051/0001-05;69.348.051;FORNECEDOR;da Cunha Cassiano e Filhos;41.356.879/0001-96;FORNECEDOR;CMA CGM;81 - DESCRIÇÃO NCM2;8164 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;ALEMANHA;LOS ANGELES;AMERICA DO NORTE;EUA;RIO DE JANEIRO;2.74;NAO
13/01/2025;2025;1;NOV;EXPO;Lopes;34.865.170/0001-50;REAL DONO;Sales da Cruz e Filhos;Alves da Cruz Ltda.;26.830.415/0001-86;FORWARDER;Vargas S/A;Vargas S/A;80.497.321/0001-82;80.497.321;AGENTE;Sousa S/A;28.154.067/0001-08;FORNECEDOR;COSCO;72 - DESCRIÇÃO NCM2;7275 - DESCRIÇÃO NCM4;FR;OCEANIA;TAIWAN;SHANGHAI;AMERICA DO NORTE;ALEMANHA;BUENOS AIRES;4.16;SIM
03/08/2024;2024;3;JUN;IMPO;Caldeira Cardoso e Filhos;59.384.621/0001-69;REAL DONO;Castro;Casa Grande S.A.;93.170.285/0001-90;AGENTE;Nascimento Dias - ME;Nascimento Dias - ME;70.815.349/0001-67;70.815.349;AGENTE;Cassiano Nunes - ME;81.394.750/0001-97;REAL DONO;CMA CGM;94 - DESCRIÇÃO NCM2;9486 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;EUA;SHANGHAI;ECSA;ALEMANHA;PARANAGUA;0.29;NAO
01/08/2024;2024;3;SET;EXPO;Carvalho;36.015.487/0001-23;AGENTE;Sousa da Mota S/A;Viana Aragão - ME;28.405.369/0001-01;FORWARDER;Ferreira Barbosa S.A.;Ferreira Barbosa S.A.;65.497.321/0001-99;65.497.321;FORNECEDOR;Oliveira Macedo S.A.;59.473.812/0001-05;FORNECEDOR;YANG MING;20 - DESCRIÇÃO NCM2;2057 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ITALIA;LOS ANGELES;EUROPA;BRAZIL;BUENOS AIRES;2.04;NAO
23/10/2024;2024;3;JAN;EXPO;Moraes S.A.;20.418.735/0001-47;FORNECEDOR;Pimenta - EI;Alves;87.519.063/0001-37;NVOCC;Oliveira S/A;Oliveira S/A;31.928.407/0001-07;31.928.407;REAL DONO;Pereira Pacheco S.A.;94.867.153/0001-84;REAL DONO;COSCO;57 - DESCRIÇÃO NCM2;5747 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;CHINA;SHANGHAI;AMERICA DO NORTE;URUGUAI;PARANAGUA;0.54;SIM
05/10/2024;2024;2;JAN;EXPO;da Cruz;24.396.518/0001-54;AGENTE;Cunha - ME;Vieira;95.732.401/0001-42;AGENTE;Pereira;Pereira;43.297.508/0001-06;43.297.508;REAL DONO;Mendes;90.245.176/0001-04;FORNECEDOR;MSC;50 - DESCRIÇÃO NCM2;5069 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;COREIA DO SUL;SHANGHAI;EUROPA;ALEMANHA;SANTOS;2.13;NAO
11/01/2024;2024;3;AGO;IMPO;Vasconcelos;49.271.865/0001-81;AGENTE;Moraes S.A.;Melo;95.247.130/0001-30;NVOCC;Casa Grande Monteiro - ME;Casa Grande Monteiro - ME;52.317.894/0001-41;52.317.894;REAL DONO;Fernandes;37.592.104/0001-42;REAL DONO;COSCO;44 - DESCRIÇÃO NCM2;4431 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;COREIA DO SUL;NINGBO;ASIA;ALEMANHA;RIO DE JANEIRO;0.81;SIM
28/12/2024;2024;2;FEV;IMPO;Lima Santos S/A;38.210.465/0001-40;FORNECEDOR;Vieira da Cruz - EI;Duarte;63.529.017/0001-50;AGENTE;Câmara;Câmara;38.260.471/0001-01;38.260.471;REAL DONO;Mendonça;37.049.625/0001-58;REAL DONO;MAERSK LINE;71 - DESCRIÇÃO NCM2;714 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;CHINA;NINGBO;AMERICA DO NORTE;ARGENTINA;MONTEVIDEU;4.62;NAO
19/01/2025;2025;1;MAR;IMPO;Duarte;23.857.904/0001-33;FORNECEDOR;Z;Sales;58.472.916/0001-24;NVOCC;da Rocha;da Rocha;01.876.542/0001-95;1.876.542;AGENTE;Câmara Costa S/A;31.906.248/0001-40;REAL DONO;CMA CGM;9 - DESCRIÇÃO NCM2;917 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;TAIWAN;TAIPEI;EUROPA;ARGENTINA;RIO DE JANEIRO;4.72;NAO
20/04/2025;2025;3;JAN;IMPO;Cassiano Aparecida - EI;13.746.280/0001-23;REAL DONO;Melo - EI;Lima e Filhos;19.640.237/0001-65;FORWARDER;BCO;Costela Sousa - EI;90.317.685/0001-97;90.317.685;FORNECEDOR;da Rosa;81.093.246/0001-57;REAL DONO;EVERGREEN;71 - DESCRIÇÃO NCM2;7151 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;ITALIA;LOS ANGELES;EUROPA;BRAZIL;ITAJAI;2.99;SIM
09/09/2024;2024;1;MAI;IMPO;Câmara Ltda.;63.547.192/0001-70;AGENTE;Z;Montenegro S.A.;72.896.135/0001-98;NVOCC;BCO;Albuquerque Carvalho S/A;02.496.357/0001-38;2.496.357;AGENTE;Sampaio - ME;20.517.894/0001-07;REAL DONO;MSC;92 - DESCRIÇÃO NCM2;9220 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;TAIWAN;TAIPEI;ECSA;URUGUAI;RIO DE JANEIRO;1.26;SIM
02/10/2024;2024;4;NOV;IMPO;Pastor;10.372.685/0001-50;AGENTE;Correia;Mendonça;71.485.603/0001-79;NVOCC;Rocha;Rocha;53.124.706/0001-21;53.124.706;REAL DONO;Pires;09.745.218/0001-40;FORNECEDOR;HAPAG-LLOYD;6 - DESCRIÇÃO NCM2;638 - DESCRIÇÃO NCM4;ISO;OCEANIA;ITALIA;TOKYO;ASIA;EUA;MONTEVIDEU;3.21;SIM
11/12/2024;2024;1;MAR;EXPO;Ramos;48.927.016/0001-70;REAL DONO;Farias Fogaça - EI;Pinto;92.487.516/0001-20;AGENTE;Pereira;Pereira;28.975.160/0001-75;28.975.160;AGENTE;Mendes;34.817.902/0001-37;REAL DONO;HAPAG-LLOYD;94 - DESCRIÇÃO NCM2;943 - DESCRIÇÃO NCM4;OT;EUROPA;TAIWAN;HAMBURGO;AMERICA DO NORTE;ALEMANHA;BUENOS AIRES;0.23;NAO
31/10/2024;2024;4;OUT;IMPO;Cassiano S.A.;03.542.198/0001-23;FORNECEDOR;Pimenta S.A.;Pinto Siqueira e Filhos;08.524.693/0001-23;FORWARDER;Lima Andrade - EI;Lima Andrade - EI;81.543.072/0001-87;81.543.072;FORNECEDOR;Porto - ME;89.356.472/0001-95;FORNECEDOR;MAERSK LINE;19 - DESCRIÇÃO NCM2;1970 - DESCRIÇÃO NCM4;ISO;OCEANIA;ALEMANHA;TAIPEI;AMERICA DO NORTE;URUGUAI;BUENOS AIRES;4.47;SIM
18/10/2024;2024;1;ABR;IMPO;Freitas - EI;17.538.024/0001-00;FORNECEDOR;Correia;Brito;97.406.815/0001-07;AGENTE;BCO;Santos;93.570.164/0001-35;93.570.164;AGENTE;Duarte;81.536.974/0001-96;REAL DONO;CMA CGM;80 - DESCRIÇÃO NCM2;8056 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ALEMANHA;TAIPEI;EUROPA;ARGENTINA;PARANAGUA;5.0;NAO
28/12/2024;2024;4;OUT;IMPO;Rodrigues Melo S.A.;31.498.250/0001-27;REAL DONO;Silva;Pacheco e Filhos;04.156.739/0001-48;NVOCC;Nunes e Filhos;Nunes e Filhos;57.023.849/0001-06;57.023.849;REAL DONO;Souza S/A;58.397.260/0001-22;REAL DONO;YANG MING;16 - DESCRIÇÃO NCM2;164 - DESCRIÇÃO NCM4;ISO;OCEANIA;TAIWAN;NINGBO;ECSA;ARGENTINA;RIO DE JANEIRO;1.57;SIM
26/11/2024;2024;3;MAI;IMPO;Nogueira;63.107.924/0001-01;AGENTE;Borges;da Rocha Carvalho Ltda.;15.897.023/0001-18;FORWARDER;Câmara;Câmara;63.971.582/0001-73;63.971.582;FORNECEDOR;da Paz e Filhos;84.597.216/0001-76;FORNECEDOR;EVERGREEN;75 - DESCRIÇÃO NCM2;7592 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;CHINA;TAIPEI;EUROPA;URUGUAI;ITAJAI;4.36;NAO
11/05/2024;2024;3;AGO;EXPO;Santos e Filhos;96.573.241/0001-07;FORNECEDOR;da Mota - ME;Ferreira - ME;37.901.586/0001-75;AGENTE;Barros Castro e Filhos;Barros Castro e Filhos;64.827.015/0001-00;64.827.015;FORNECEDOR;da Cunha;17.902.638/0001-10;REAL DONO;CMA CGM;43 - DESCRIÇÃO NCM2;432 - DESCRIÇÃO NCM4;OT;EUROPA;EUA;BUSAN;ASIA;URUGUAI;ITAJAI;2.09;SIM
08/05/2024;2024;4;JUL;EXPO;Montenegro;72.904.516/0001-71;REAL DONO;Rodrigues - EI;Sousa S/A;71.384.906/0001-03;NVOCC;Araújo S/A;Araújo S/A;23.471.690/0001-62;23.471.690;FORNECEDOR;Abreu;76.234.180/0001-38;FORNECEDOR;MSC;52 - DESCRIÇÃO NCM2;5248 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;EUA;LOS ANGELES;ASIA;ALEMANHA;SANTOS;2.8;NAO
18/12/2024;2024;2;SET;IMPO;Lima;20.186.573/0001-69;REAL DONO;Cardoso Oliveira - ME;Nunes - EI;49.518.760/0001-84;FORWARDER;Câmara - EI;Câmara - EI;04.395.182/0001-06;4.395.182;AGENTE;Ribeiro - ME;58.734.012/0001-20;REAL DONO;MAERSK LINE;62 - DESCRIÇÃO NCM2;6260 - DESCRIÇÃO NCM4;OT;OCEANIA;ITALIA;TOKYO;AMERICA DO NORTE;ARGENTINA;MONTEVIDEU;1.33;NAO
24/07/2024;2024;4;AGO;EXPO;Vargas;92.173.046/0001-20;FORNECEDOR;Cirino;da Luz Farias - EI;47.316.982/0001-99;NVOCC;Novais S/A;Novais S/A;78.540.623/0001-44;78.540.623;AGENTE;Freitas;94.238.150/0001-81;REAL DONO;CMA CGM;29 - DESCRIÇÃO NCM2;294 - DESCRIÇÃO NCM4;DRY;OCEANIA;COREIA DO SUL;TOKYO;EUROPA;ALEMANHA;RIO DE JANEIRO;1.19;SIM
29/10/2024;2024;1;OUT;EXPO;da Costa Jesus - ME;37.560.184/0001-54;AGENTE;Silva Ltda.;Cirino;21.678.540/0001-07;NVOCC;da Cunha Ramos S.A.;da Cunha Ramos S.A.;37.429.615/0001-48;37.429.615;FORNECEDOR;Nogueira da Mota S/A;73.042.698/0001-81;FORNECEDOR;YANG MING;32 - DESCRIÇÃO NCM2;3287 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;COREIA DO SUL;TAIPEI;ASIA;EUA;RIO DE JANEIRO;0.98;NAO
16/06/2024;2024;2;ABR;IMPO;Teixeira;80.671.295/0001-67;REAL DONO;Z;Leão;07.612.859/0001-09;NVOCC;Cunha Pires - EI;Cunha Pires - EI;01.569.742/0001-03;1.569.742;FORNECEDOR;da Mota da Costa S/A;18.375.094/0001-49;REAL DONO;COSCO;80 - DESCRIÇÃO NCM2;8050 - DESCRIÇÃO NCM4;FR;EUROPA;TAIWAN;SHANGHAI;EUROPA;EUA;PARANAGUA;2.31;NAO
22/12/2024;2024;4;MAI;IMPO;Porto Cunha e Filhos;96.273.810/0001-90;AGENTE;Novais das Neves S/A;das Neves Alves - EI;58.731.429/0001-39;AGENTE;Porto S.A.;Porto S.A.;62.890.153/0001-09;62.890.153;REAL DONO;Rocha Lima S/A;23.489.576/0001-60;FORNECEDOR;MAERSK LINE;99 - DESCRIÇÃO NCM2;9997 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;JAPAO;TOKYO;ECSA;BRAZIL;PARANAGUA;3.29;SIM
26/06/2025;2025;1;ABR;IMPO;Santos - EI;37.610.294/0001-83;AGENTE;Porto;Cirino;31.095.728/0001-78;AGENTE;Barbosa - EI;Barbosa - EI;76.345.190/0001-40;76.345.190;REAL DONO;Moura;04.169.725/0001-69;FORNECEDOR;YANG MING;45 - DESCRIÇÃO NCM2;4524 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;ALEMANHA;SHANGHAI;AMERICA DO NORTE;BRAZIL;ITAJAI;2.42;NAO
01/05/2025;2025;2;OUT;EXPO;Nascimento e Filhos;59.876.103/0001-62;AGENTE;Guerra - EI;Peixoto;23.961.075/0001-34;FORWARDER;Correia e Filhos;Correia e Filhos;15.307.694/0001-81;15.307.694;AGENTE;Azevedo;98.645.031/0001-02;FORNECEDOR;MSC;58 - DESCRIÇÃO NCM2;5897 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;HAMBURGO;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;2.8;NAO
20/05/2025;2025;1;JUN;EXPO;Rezende;19.745.862/0001-71;AGENTE;Mendes Correia Ltda.;Costa;23.769.504/0001-76;AGENTE;Costa;Costa;19.572.384/0001-45;19.572.384;AGENTE;da Cunha Ltda.;43.561.792/0001-86;REAL DONO;HAPAG-LLOYD;62 - DESCRIÇÃO NCM2;6247 - DESCRIÇÃO NCM4;DRY;OCEANIA;TAIWAN;SHANGHAI;EUROPA;ARGENTINA;MONTEVIDEU;0.24;NAO
16/10/2024;2024;4;AGO;IMPO;Montenegro Ltda.;01.962.738/0001-00;FORNECEDOR;Marques S/A;Guerra Casa Grande Ltda.;65.409.832/0001-01;NVOCC;da Mata;da Mata;02.546.183/0001-70;2.546.183;FORNECEDOR;Silveira Sá - ME;18.074.963/0001-03;REAL DONO;EVERGREEN;17 - DESCRIÇÃO NCM2;1748 - DESCRIÇÃO NCM4;OT;OCEANIA;JAPAO;LOS ANGELES;ASIA;ARGENTINA;MONTEVIDEU;2.26;NAO
27/08/2024;2024;2;DEZ;EXPO;Mendes;54.372.089/0001-46;REAL DONO;Siqueira Moreira - ME;Lima;74.069.583/0001-43;NVOCC;Aparecida Cardoso - EI;Aparecida Cardoso - EI;19.342.687/0001-71;19.342.687;FORNECEDOR;Castro S/A;13.750.964/0001-07;REAL DONO;YANG MING;94 - DESCRIÇÃO NCM2;9476 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;EUA;TOKYO;EUROPA;BRAZIL;ITAJAI;3.15;SIM
13/01/2024;2024;1;OUT;IMPO;Almeida da Paz e Filhos;96.451.807/0001-10;REAL DONO;Z;Cunha;72.160.598/0001-97;AGENTE;Pinto;Pinto;02.743.956/0001-09;2.743.956;REAL DONO;da Mota;52.918.076/0001-02;FORNECEDOR;CMA CGM;61 - DESCRIÇÃO NCM2;6188 - DESCRIÇÃO NCM4;DRY;EUROPA;JAPAO;BUSAN;AMERICA DO NORTE;EUA;ITAJAI;4.3;SIM
